Division
(Inactive) Women's Masters (50-54) +75 kg
(Inactive) Women's Masters (50-54) 48 kg
(Inactive) Women's Masters (50-54) 53 kg
(Inactive) Women's Masters (50-54) 58 kg
(Inactive) Women's Masters (50-54) 63 kg
(Inactive) Women's Masters (50-54) 69 kg
(Inactive) Women's Masters (50-54) 75 kg
(Inactive) Women's Masters (50-54) 90 kg
(Inactive) Women's Masters (50-54) +90 kg
(Inactive) Women's Masters (50-54) 45kg
(Inactive) Women's Masters (50-54) 49kg
(Inactive) Women's Masters (50-54) 55kg
(Inactive) Women's Masters (50-54) 59kg
(Inactive) Women's Masters (50-54) 64kg
(Inactive) Women's Masters (50-54) 71kg
(Inactive) Women's Masters (50-54) 76kg
(Inactive) Women's Masters (50-54) 81kg
(Inactive) Women's Masters (50-54) 87kg
(Inactive) Women's Masters (50-54) +87kg
(Inactive) Women's Masters (55-59) +75 kg
(Inactive) Women's Masters (55-59) 48 kg
(Inactive) Women's Masters (55-59) 53 kg
(Inactive) Women's Masters (55-59) 58 kg
(Inactive) Women's Masters (55-59) 63 kg
(Inactive) Women's Masters (55-59) 69 kg
(Inactive) Women's Masters (55-59) 75 kg
(Inactive) Women's Masters (55-59) 90 kg
(Inactive) Women's Masters (55-59) +90 kg
(Inactive) Women's Masters (55-59) 45kg
(Inactive) Women's Masters (55-59) 49kg
(Inactive) Women's Masters (55-59) 55kg
(Inactive) Women's Masters (55-59) 59kg
(Inactive) Women's Masters (55-59) 64kg
(Inactive) Women's Masters (55-59) 71kg
(Inactive) Women's Masters (55-59) 76kg
(Inactive) Women's Masters (55-59) 81kg
(Inactive) Women's Masters (55-59) 87kg
(Inactive) Women's Masters (55-59) +87kg
(Inactive) Women's Masters (60-64) +75 kg
(Inactive) Women's Masters (60-64) 48 kg
(Inactive) Women's Masters (60-64) 53 kg
(Inactive) Women's Masters (60-64) 58 kg
(Inactive) Women's Masters (60-64) 63 kg
(Inactive) Women's Masters (60-64) 69 kg
(Inactive) Women's Masters (60-64) 75 kg
(Inactive) Women's Masters (60-64) 90 kg
(Inactive) Women's Masters (60-64) +90 kg
(Inactive) Women's Masters (60-64) 45kg
(Inactive) Women's Masters (60-64) 49kg
(Inactive) Women's Masters (60-64) 55kg
(Inactive) Women's Masters (60-64) 59kg
(Inactive) Women's Masters (60-64) 64kg
(Inactive) Women's Masters (60-64) 71kg
(Inactive) Women's Masters (60-64) 76kg
(Inactive) Women's Masters (60-64) 81kg
(Inactive) Women's Masters (60-64) 87kg
(Inactive) Women's Masters (60-64) +87kg
(Inactive) Women's Masters (65-69) +75 kg
(Inactive) Women's Masters (65-69) 48 kg
(Inactive) Women's Masters (65-69) 53 kg
(Inactive) Women's Masters (65-69) 58 kg
(Inactive) Women's Masters (65-69) 63 kg
(Inactive) Women's Masters (65-69) 69 kg
(Inactive) Women's Masters (65-69) 75 kg
(Inactive) Women's Masters (65-69) 90 kg
(Inactive) Women's Masters (65-69) +90 kg
(Inactive) Women's Masters (65-69) 45kg
(Inactive) Women's Masters (65-69) 49kg
(Inactive) Women's Masters (65-69) 55kg
(Inactive) Women's Masters (65-69) 59kg
(Inactive) Women's Masters (65-69) 64kg
(Inactive) Women's Masters (65-69) 71kg
(Inactive) Women's Masters (65-69) 76kg
(Inactive) Women's Masters (65-69) 81kg
(Inactive) Women's Masters (65-69) 87kg
(Inactive) Women's Masters (65-69) +87kg
(Inactive) Women's Masters (70-74) +75 kg
(Inactive) Women's Masters (70-74) 48 kg
(Inactive) Women's Masters (70-74) 53 kg
(Inactive) Women's Masters (70-74) 58 kg
(Inactive) Women's Masters (70-74) 63 kg
(Inactive) Women's Masters (70-74) 69 kg
(Inactive) Women's Masters (70-74) 75 kg
(Inactive) Women's Masters (70-74) 90 kg
(Inactive) Women's Masters (70-74) +90 kg
