Division
(Inactive) Junior Women's 48 kg
(Inactive) Junior Women's 69 kg
(Inactive) Junior Women's 75 kg
(Inactive) Junior Women's +75 Kg
(Inactive) Junior Women's 64kg
(Inactive) Junior Women's 71kg
(Inactive) Junior Men's 77 kg
(Inactive) Junior Men's 85 kg
(Inactive) Junior Men's 94 kg
(Inactive) Junior Men's 73kg
(Inactive) Junior Men's 81kg
(Inactive) Junior Men's 89kg
(Inactive) Women's Masters (35-39) +75 kg
(Inactive) Women's Masters (35-39) 63 kg
(Inactive) Women's Masters (35-39) 69 kg
(Inactive) Women's Masters (35-39) 75 kg
(Inactive) Women's Masters (35-39) 64kg
(Inactive) Women's Masters (35-39) 71kg
(Inactive) Women's Masters (40-44) 69 kg
(Inactive) Women's Masters (40-44) 75 kg
(Inactive) Women's Masters (40-44) 76kg
(Inactive) Women's Masters (40-44) 81kg
(Inactive) Women's Masters (40-44) 87kg
(Inactive) Women's Masters (40-44) +87kg
(Inactive) Women's Masters (45-49) +75 kg
