division_number,division_name,timestamp,expected_athletes,athletes_scraped,athletes_successful,athletes_failed,upload_status,total_time_seconds
_2020
43,(Inactive) Women's Masters (60-64) 63 kg,2025-08-10T14:56:53.814Z,34,34,34,0,UPLOAD_STARTED,70
44,(Inactive) Women's Masters (60-64) 69 kg,2025-08-10T14:58:09.744Z,43,43,43,0,UPLOAD_STARTED,71
45,(Inactive) Women's Masters (60-64) 75 kg,2025-08-10T14:59:26.043Z,53,53,53,0,UPLOAD_STARTED,71
46,(Inactive) Women's Masters (60-64) 90 kg,2025-08-10T15:00:44.915Z,16,16,16,0,UPLOAD_STARTED,74
47,(Inactive) Women's Masters (60-64) +90 kg,2025-08-10T15:01:58.981Z,4,4,4,0,UPLOAD_STARTED,69
48,(Inactive) Women's Masters (60-64) 45kg,2025-08-10T15:03:04.535Z,Unknown,1,1,0,UPLOAD_STARTED,60
49,(Inactive) Women's Masters (60-64) 49kg,2025-08-10T15:04:05.502Z,5,5,5,0,UPLOAD_STARTED,56
50,(Inactive) Women's Masters (60-64) 55kg,2025-08-10T15:05:09.727Z,11,11,11,0,UPLOAD_STARTED,59
51,(Inactive) Women's Masters (60-64) 59kg,2025-08-10T15:06:13.622Z,15,15,15,0,UPLOAD_STARTED,59
52,(Inactive) Women's Masters (60-64) 64kg,2025-08-10T15:07:19.525Z,10,10,10,0,UPLOAD_STARTED,61
53,(Inactive) Women's Masters (60-64) 71kg,2025-08-10T15:08:25.582Z,12,12,12,0,UPLOAD_STARTED,61
54,(Inactive) Women's Masters (60-64) 76kg,2025-08-10T15:09:27.573Z,10,10,10,0,UPLOAD_STARTED,57
55,(Inactive) Women's Masters (60-64) 81kg,2025-08-10T15:10:28.667Z,7,7,7,0,UPLOAD_STARTED,56
56,(Inactive) Women's Masters (60-64) 87kg,2025-08-10T15:11:31.715Z,8,8,8,0,UPLOAD_STARTED,58
57,(Inactive) Women's Masters (60-64) +87kg,2025-08-10T15:12:35.524Z,5,5,5,0,UPLOAD_STARTED,59
58,(Inactive) Women's Masters (65-69) +75 kg,2025-08-10T15:13:37.751Z,6,6,6,0,UPLOAD_STARTED,57
59,(Inactive) Women's Masters (65-69) 48 kg,2025-08-10T15:14:37.843Z,2,2,2,0,UPLOAD_STARTED,55
60,(Inactive) Women's Masters (65-69) 53 kg,2025-08-10T15:15:39.123Z,8,8,8,0,UPLOAD_STARTED,56
61,(Inactive) Women's Masters (65-69) 58 kg,2025-08-10T15:16:48.623Z,11,11,11,0,UPLOAD_STARTED,64
62,(Inactive) Women's Masters (65-69) 63 kg,2025-08-10T15:18:01.492Z,18,18,18,0,UPLOAD_STARTED,68
63,(Inactive) Women's Masters (65-69) 69 kg,2025-08-10T15:19:17.341Z,24,24,24,0,UPLOAD_STARTED,71
64,(Inactive) Women's Masters (65-69) 75 kg,2025-08-10T15:20:28.158Z,26,26,26,0,UPLOAD_STARTED,66
65,(Inactive) Women's Masters (65-69) 90 kg,2025-08-10T15:21:33.755Z,3,3,3,0,UPLOAD_STARTED,61
66,(Inactive) Women's Masters (65-69) +90 kg,2025-08-10T15:22:43.075Z,3,3,3,0,UPLOAD_STARTED,64
67,(Inactive) Women's Masters (65-69) 45kg,2025-08-10T15:23:43.609Z,0,0,0,NO_UPLOAD_NEEDED,1754839368086,NaN
68,(Inactive) Women's Masters (65-69) 49kg,2025-08-10T15:24:50.798Z,5,5,5,0,UPLOAD_STARTED,62
69,(Inactive) Women's Masters (65-69) 55kg,2025-08-10T15:25:59.425Z,6,6,6,0,UPLOAD_STARTED,64
70,(Inactive) Women's Masters (65-69) 59kg,2025-08-10T15:26:57.445Z,3,3,3,0,UPLOAD_STARTED,53
71,(Inactive) Women's Masters (65-69) 64kg,2025-08-10T15:27:59.221Z,8,8,8,0,UPLOAD_STARTED,57
72,(Inactive) Women's Masters (65-69) 71kg,2025-08-10T15:29:04.394Z,7,7,7,0,UPLOAD_STARTED,60
73,(Inactive) Women's Masters (65-69) 76kg,2025-08-10T15:30:08.363Z,3,3,3,0,UPLOAD_STARTED,59
74,(Inactive) Women's Masters (65-69) 81kg,2025-08-10T15:31:12.696Z,2,2,2,0,UPLOAD_STARTED,59
75,(Inactive) Women's Masters (65-69) 87kg,2025-08-10T15:32:16.629Z,Unknown,1,1,0,UPLOAD_STARTED,59
76,(Inactive) Women's Masters (65-69) +87kg,2025-08-10T15:33:21.790Z,3,3,3,0,UPLOAD_STARTED,60
77,(Inactive) Women's Masters (70-74) +75 kg,2025-08-10T15:34:25.304Z,3,3,3,0,UPLOAD_STARTED,59
78,(Inactive) Women's Masters (70-74) 48 kg,2025-08-10T15:35:28.993Z,0,0,0,NO_UPLOAD_NEEDED,1754840070306,NaN
79,(Inactive) Women's Masters (70-74) 53 kg,2025-08-10T15:36:45.362Z,2,2,2,0,UPLOAD_STARTED,71
80,(Inactive) Women's Masters (70-74) 58 kg,2025-08-10T15:37:54.860Z,3,3,3,0,UPLOAD_STARTED,64
81,(Inactive) Women's Masters (70-74) 63 kg,2025-08-10T15:39:00.890Z,4,4,4,0,UPLOAD_STARTED,61
82,(Inactive) Women's Masters (70-74) 69 kg,2025-08-10T15:40:06.442Z,5,5,5,0,UPLOAD_STARTED,61
83,(Inactive) Women's Masters (70-74) 75 kg,2025-08-10T15:41:14.344Z,5,5,5,0,UPLOAD_STARTED,63
84,(Inactive) Women's Masters (70-74) 90 kg,2025-08-10T15:42:22.961Z,2,2,2,0,UPLOAD_STARTED,64
85,(Inactive) Women's Masters (70-74) +90 kg,2025-08-10T15:43:19.139Z,Unknown,1,1,0,UPLOAD_STARTED,51
