division_number,division_name,timestamp,expected_athletes,athletes_scraped,athletes_successful,athletes_failed,upload_status,total_time_seconds
1,Women's 11 Under Age Group 36kg,2025-08-09T03:13:29.894Z,34,33,33,0,UPLOAD_STARTED,171
2,Women's 11 Under Age Group 40kg,2025-08-09T03:14:33.994Z,34,34,34,0,UPLOAD_STARTED,59
3,Women's 11 Under Age Group 44kg,2025-08-09T03:15:43.162Z,61,61,61,0,UPLOAD_STARTED,64
